First Index,Second Index,Similarity
1,9089,0.9414772391319275
8,9100,0.9352490305900574
10,9102,0.9724571704864502
13,9104,0.9517216682434082
16,9106,0.8482818603515625
20,9111,0.9519275426864624
22,9113,0.9745315909385681
25,9114,0.9146904349327087
28,9118,0.9350873827934265
29,9119,0.9193820357322693
31,9120,0.7037855386734009
33,9121,0.980353593826294
34,9122,0.91632479429245
36,9125,0.9758468866348267
38,9126,0.9631357192993164
39,9127,0.9541014432907104
42,9137,0.800362229347229
44,9139,0.9840317964553833
45,9145,0.9726402163505554
47,9148,0.9855823516845703
50,9150,0.9443951845169067
54,9155,0.8862988948822021
67,9161,0.9117712378501892
69,9167,0.9504351615905762
78,9174,0.9848772883415222
79,9177,0.9692859649658203
82,9185,0.781831681728363
88,9196,0.8532572984695435
89,9199,0.9476245641708374
97,9204,0.9350396394729614
98,9206,0.9841514825820923
100,9207,0.9757471084594727
104,9210,0.9428344368934631
112,9222,0.9438475370407104
116,9226,0.9480891823768616
133,9239,0.9739210605621338
134,9240,0.905309796333313
135,9241,0.9281346201896667
139,9244,0.9574205875396729
140,9246,0.9275047779083252
141,9247,0.8769047260284424
143,9248,0.8156319856643677
148,9253,0.9447230100631714
151,9257,0.9741790294647217
153,9258,0.9793778657913208
158,9271,0.9410690069198608
160,9272,0.8301435708999634
161,9273,0.9271430969238281
163,9277,0.9740772843360901
164,9278,0.925671398639679
166,9282,0.9520483016967773
169,9286,0.9205271005630493
174,9291,0.8062319755554199
178,9297,0.8761250972747803
179,9299,0.935249388217926
190,9309,0.9754675626754761
193,9312,0.9310766458511353
195,9319,0.9736694097518921
199,9321,0.9024189114570618
203,9324,0.9413098096847534
204,9325,0.9788071513175964
205,9326,0.9243103265762329
206,9327,0.7639518976211548
208,9329,0.7039506435394287
215,9334,0.9444376826286316
218,9337,0.9800376892089844
224,9339,0.8454047441482544
225,9340,0.8330935835838318
226,9338,0.9170483946800232
229,9344,0.9161547422409058
230,9345,0.9645460844039917
232,9347,0.9694883823394775
241,9353,0.9144430160522461
242,9355,0.9682804346084595
245,9357,0.8898392915725708
246,9358,0.6847182512283325
254,9362,0.91020667552948
260,9363,0.7844247221946716
261,9364,0.9101554155349731
266,9367,0.95065838098526
268,9369,0.8451904654502869
269,9371,0.9256789684295654
270,9372,0.9218175411224365
272,9373,0.9691406488418579
275,9375,0.9608349800109863
276,9376,0.9081734418869019
277,9377,0.9720828533172607
278,9378,0.9736955165863037
286,9382,0.9852068424224854
290,9383,0.9413297176361084
295,9391,0.9738823771476746
301,9399,0.9686092138290405
302,9401,0.9496945738792419
305,9408,0.9314618706703186
307,9409,0.9364719390869141
310,9413,0.9093780517578125
316,9417,0.8795493245124817
320,9421,0.9638312458992004
322,9422,0.9234951734542847
327,9424,0.9627841114997864
328,9425,0.9774277806282043
330,9427,0.8932163715362549
334,9433,0.9055182933807373
335,9435,0.9754331707954407
336,9436,0.9843225479125977
338,9437,0.9464786648750305
347,9445,0.9583959579467773
351,9446,0.9161388874053955
360,9453,0.913241982460022
364,9456,0.9656074047088623
372,9465,0.9592674374580383
375,9467,0.6922615766525269
378,9469,0.9637905359268188
380,9472,0.28625011444091797
382,9478,0.9291893243789673
383,9479,0.932198166847229
384,9480,0.9576061367988586
386,9481,0.9780771732330322
390,9486,0.842738151550293
393,9492,0.9006624221801758
396,9496,0.9281553626060486
401,9498,0.8616454601287842
406,9505,0.9324207305908203
408,9506,0.9724957346916199
410,9507,0.8928321599960327
411,9509,0.9045025110244751
412,9511,0.81984543800354
415,9516,0.8997337818145752
420,9522,0.9439550638198853
421,9524,0.9091689586639404
423,9525,0.9310864210128784
426,9527,0.8780251145362854
430,9530,0.9534184336662292
431,9531,0.9232016801834106
432,9532,0.9839519262313843
434,9534,0.9618391990661621
435,9536,0.9420897960662842
436,9538,0.9667485952377319
440,9541,0.8614978790283203
443,9544,0.975897490978241
445,9547,0.9826412200927734
450,9550,0.8782010674476624
455,9561,0.9725055694580078
458,9562,0.9377908706665039
459,9563,0.9256531000137329
465,9566,0.95026695728302
467,9569,0.8955835103988647
469,9571,0.8725374937057495
470,9572,0.9572389125823975
474,9575,0.9774076342582703
481,9578,0.7741718292236328
483,9579,0.9681594371795654
490,9588,0.9609893560409546
495,9591,0.9659347534179688
506,9597,0.9463918209075928
509,9600,0.9510667324066162
510,9604,0.980376124382019
512,9607,0.9421696066856384
513,9608,0.9293113946914673
514,9609,0.9389693737030029
522,9619,0.8749827146530151
530,9624,0.9608409404754639
539,9628,0.8507395386695862
541,9632,0.9765226244926453
544,9634,0.9413671493530273
546,9636,0.9022936820983887
548,9641,0.9531397819519043
552,9642,0.9027960300445557
553,9643,0.9024701714515686
558,9645,0.8140605688095093
563,9648,0.9573928117752075
566,9655,0.9484447836875916
568,9653,0.9621226787567139
584,9662,0.9478302001953125
586,9663,0.9153039455413818
589,9666,0.9858695268630981
592,9667,0.9433010816574097
596,9674,0.9354404211044312
597,9675,0.9702581763267517
600,9678,0.8948367834091187
601,9680,0.9171171188354492
602,9679,0.8201669454574585
604,9682,0.9693422317504883
607,9685,0.934474527835846
609,9689,0.9368389844894409
612,9694,0.9999999403953552
613,9696,0.9708400964736938
618,9700,0.8365949392318726
619,9701,0.7912478446960449
621,9702,0.7400005459785461
622,9704,0.9184637665748596
623,9706,0.9308270812034607
626,9709,0.9050037264823914
632,9717,0.9618438482284546
635,9718,0.9366375207901001
645,9731,0.9678232669830322
647,9733,0.9735876321792603
656,9739,0.9411715865135193
660,9743,0.9740251302719116
661,9744,0.912867546081543
666,9748,0.6341729760169983
668,9749,0.9334832429885864
669,9751,0.8470430374145508
670,9752,0.940861165523529
682,9760,0.7852522134780884
686,9762,0.8573716282844543
688,9765,0.8582711219787598
697,9772,0.9758014678955078
699,9776,0.9427741765975952
700,9777,0.9819697737693787
702,9780,0.9544974565505981
704,9783,0.943999171257019
709,9790,0.9800766110420227
712,9794,0.9216228723526001
716,9797,0.9637601971626282
720,9799,0.944090723991394
725,9804,0.9303283095359802
726,9806,0.9494339227676392
727,9809,0.9285565614700317
729,9808,0.9603747129440308
732,9811,0.9049856662750244
734,9814,0.9316756725311279
739,9817,0.906559944152832
740,9818,0.9549185037612915
743,9819,0.9730174541473389
744,9823,0.9337323307991028
747,9827,0.9228455424308777
753,9831,0.8513346314430237
759,9834,0.33759474754333496
761,9835,0.9729233384132385
763,9836,0.8517075181007385
765,9837,0.8971174955368042
767,9842,0.7819899320602417
768,9843,0.8356570601463318
769,9845,0.9680559039115906
770,9847,0.9541307091712952
774,9849,0.7394986748695374
781,9857,0.9335854053497314
783,9860,0.961251974105835
784,9859,0.9566694498062134
